,TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
625,20180111170982,1,30,18,2,0,0,0
626,20180111170982,2,58,24,2,0,0,0
627,20180111170982,3,59,24,1,0,0,0
628,20180111170982,4,28,25,1,0,0,0
629,20180111170987,1,34,18,1,0,0,0
630,20180111170987,2,27,20,2,0,0,0
631,20180111170987,3,5,22,2,0,0,0
632,20180111170987,4,32,26,2,0,0,0
633,20180111170992,1,57,18,1,0,0,0
634,20180111170992,2,51,20,2,0,0,0
635,20180111171008,1,35,18,2,0,0,0
636,20180111171008,2,40,21,1,0,0,0
637,20180111171009,1,15,18,1,0,0,0
638,20180111171009,2,41,24,1,0,0,0
639,20180111171009,3,45,24,2,0,0,0
640,20180111171009,4,14,25,2,0,0,0
641,20180111171009,5,12,25,1,0,0,0
642,20180111171009,6,10,25,2,0,0,0
643,20180111171011,1,61,18,1,0,0,0
644,20180111171011,2,76,20,2,0,0,0
645,20180111171011,3,14,22,2,0,0,0
646,20180111171011,4,10,22,2,0,0,0
647,20180111171017,1,31,18,2,0,0,0
648,20180111171017,2,6,22,2,0,0,0
649,20180111171017,3,3,22,1,0,0,0
650,20180111171017,4,39,20,1,0,0,0
651,20180111171047,1,34,18,1,0,0,0
652,20180111171047,2,32,20,2,0,0,0
653,20180111171047,3,5,22,2,0,0,0
654,20180111171047,4,2,22,1,0,0,0
655,20180111171068,1,74,18,2,0,0,0
656,20180111171068,2,77,20,1,0,0,0
657,20180111171070,1,26,18,1,0,0,0
658,20180111171070,2,27,20,2,0,0,0
659,20180111171070,3,5,22,1,0,0,0
660,20180111171070,4,1,22,2,0,0,0
661,20180111171072,1,61,19,2,0,0,0
662,20180111171082,1,19,18,2,0,0,0
663,20180111171082,2,39,24,2,0,0,0
664,20180111171082,3,42,24,1,0,0,0
665,20180111171082,4,17,25,2,0,0,0
666,20180111171082,5,14,25,1,0,0,0
667,20180111171083,1,27,19,1,0,0,0
668,20180111171084,1,80,18,2,0,0,0
669,20180111171084,2,85,20,1,60,0,0
670,20180111171102,1,17,18,2,0,0,0
671,20180111171102,2,53,24,1,0,0,0
672,20180111171102,3,41,24,2,0,0,0
673,20180111171102,4,15,25,1,0,0,0
674,20180111171102,5,4,25,1,0,0,0
675,20180111171109,1,27,18,2,0,0,0
676,20180111171109,2,24,28,2,0,0,0
677,20180111171158,1,40,18,2,0,0,0
678,20180111171158,2,41,20,1,0,0,0
679,20180111171158,3,16,22,1,0,0,0
680,20180111171158,4,14,22,1,0,0,0
681,20180111171172,1,49,18,1,0,0,0
682,20180111171172,2,16,22,1,0,0,0
683,20180111171205,1,53,18,2,0,0,0
684,20180111171205,2,59,21,1,0,0,0
685,20180111171206,1,43,18,1,0,0,0
686,20180111171206,2,41,20,2,0,0,0
687,20180111171206,3,5,22,2,0,0,0
688,20180111171206,4,2,22,2,0,0,0
689,20180111171209,1,74,18,2,0,0,0
690,20180111171209,2,61,30,2,0,0,0
691,20180111171213,1,32,19,1,0,0,0
692,20180111171228,1,66,18,2,0,0,0
693,20180111171228,2,46,22,1,0,0,0
694,20180111171238,1,32,18,1,0,0,0
695,20180111171238,2,4,22,1,0,0,0
696,20180111171258,1,37,18,2,0,0,0
697,20180111171258,2,37,20,1,0,0,0
698,20180111171258,3,11,22,2,0,0,0
699,20180111171258,4,9,22,2,0,0,0
700,20180111171258,5,13,30,1,0,0,0
701,20180111171271,1,64,19,2,0,0,0
702,20180111171277,1,33,18,2,0,0,0
703,20180111171277,2,36,20,1,0,0,0
704,20180111171277,3,6,22,1,0,0,0
705,20180111171277,4,3,22,1,0,0,0
706,20180111171278,1,27,18,2,0,0,0
707,20180111171278,2,6,22,1,0,0,0
708,20180111171278,3,12,22,2,0,0,0
709,20180111171280,1,29,19,2,0,0,0
710,20180111171288,1,44,18,1,0,0,0
711,20180111171288,2,44,20,2,0,0,0
712,20180111171288,3,10,22,1,0,0,0
713,20180111171288,4,6,22,1,0,0,0
714,20180111171296,1,55,18,1,0,0,0
715,20180111171296,2,85,24,1,60,0,0
716,20180111171296,3,80,24,2,0,0,0
717,20180111171300,1,50,18,2,0,0,0
718,20180111171300,2,50,20,1,0,0,0
719,20180111171301,1,71,18,2,0,0,0
720,20180111171301,2,76,20,1,0,0,0
721,20180111171312,1,62,19,2,0,0,0
722,20180111171321,1,67,19,2,0,0,0
723,20180111171325,1,41,18,2,0,0,0
724,20180111171325,2,42,20,1,0,0,0
725,20180111171325,3,9,22,2,0,0,0
726,20180111171325,4,4,22,1,0,0,0
727,20180111171326,1,60,19,2,0,0,0
728,20180111171340,1,41,18,1,0,0,0
729,20180111171340,2,36,20,2,0,0,0
730,20180111171340,3,6,22,2,0,0,0
731,20180111171340,4,4,22,1,0,0,0
732,20180111171340,5,1,22,2,0,0,0
733,20180111171340,6,29,26,2,0,0,0
734,20180111171345,1,85,19,2,60,0,0
735,20180111171351,1,21,18,1,0,0,0
736,20180111171351,2,62,24,1,0,0,0
737,20180111171351,3,47,24,2,0,0,0
738,20180111171351,4,27,25,1,0,0,0
739,20180111171364,1,31,19,1,0,0,0
740,20180111171368,1,53,18,2,0,0,0
741,20180111171368,2,53,20,1,0,0,0
742,20180111171371,1,65,18,2,0,0,0
743,20180111171371,2,63,20,1,0,0,0
744,20180111171373,1,18,18,2,0,0,0
745,20180111171373,2,37,24,2,0,0,0
746,20180111171373,3,40,24,1,0,0,0
747,20180111171373,4,17,25,1,0,0,0
748,20180111171387,1,39,18,1,0,0,0
749,20180111171387,2,34,20,2,0,0,0
750,20180111171387,3,4,22,1,0,0,0
751,20180111171387,4,4,22,1,0,0,0
752,20180111171388,1,85,19,2,60,0,0
753,20180111171388,3,17,23,1,0,0,0
754,20180111171397,1,26,18,2,0,0,0
755,20180111171397,2,26,20,1,0,0,0
756,20180111171398,1,29,18,1,0,0,0
757,20180111171398,2,2,22,1,0,0,0
758,20180111171403,1,43,18,2,0,0,0
759,20180111171403,2,52,20,1,0,0,0
760,20180111171403,3,4,22,1,0,0,0
761,20180111171407,1,19,18,2,0,0,0
762,20180111171407,2,52,24,2,0,0,0
763,20180111171407,3,15,25,2,0,0,0
764,20180111171419,1,53,18,1,0,0,0
765,20180111171419,2,53,20,2,0,0,0
766,20180111171436,1,45,18,2,0,0,0
767,20180111171436,2,44,20,1,0,0,0
768,20180111171436,3,21,22,1,0,0,0
769,20180111171436,4,11,22,2,0,0,0
770,20180111171444,1,60,18,1,0,0,0
771,20180111171444,2,70,20,2,0,0,0
772,20180111171444,3,32,22,2,0,0,0
773,20180111171444,4,13,23,1,0,0,0
774,20180111171445,1,73,19,1,0,0,0
775,20180111171453,1,22,18,2,0,0,0
776,20180111171453,2,2,22,2,0,0,0
777,20180111171453,3,18,25,2,0,0,0
778,20180111171453,4,17,25,2,0,0,0
779,20180111171453,5,14,25,1,0,0,0
780,20180111171453,6,11,25,2,0,0,0
781,20180111171468,1,72,18,1,0,0,0
782,20180111171468,2,68,20,2,0,0,0
783,20180111171470,1,32,19,1,0,0,0
784,20180111171470,2,66,28,1,22,0,0
785,20180111171470,4,32,28,1,0,0,0
786,20180111171470,5,32,28,1,42,0,0
787,20180111171470,6,32,28,1,42,0,0
788,20180111171476,1,50,18,2,0,0,0
789,20180111171476,2,21,22,2,0,0,0
790,20180111171481,1,31,19,1,0,0,0
791,20180111171489,1,64,18,1,0,0,0
792,20180111171489,2,58,20,2,0,0,0
793,20180111171499,1,18,18,1,0,0,0
794,20180111171499,2,65,24,1,0,0,0
795,20180111171499,3,48,24,2,0,0,0
796,20180111171499,4,15,25,2,0,0,0
797,20180111171499,5,22,25,2,0,0,0
798,20180111171504,1,49,18,2,0,0,0
799,20180111171504,2,54,20,1,0,0,0
800,20180111171504,3,8,22,1,0,0,0
801,20180111171504,4,7,22,2,0,0,0
802,20180111171505,1,19,18,1,0,0,0
803,20180111171505,2,57,24,1,0,0,0
804,20180111171505,3,53,24,2,0,0,0
805,20180111171505,4,21,25,2,0,0,0
806,20180111171528,1,35,18,2,0,0,0
807,20180111171528,2,36,20,1,0,0,0
808,20180111171528,3,5,22,1,0,0,0
809,20180111171528,4,3,22,1,0,0,0
810,20180111171535,1,61,19,2,0,0,0
811,20180111171539,1,53,18,1,0,0,0
812,20180111171539,2,62,21,1,0,0,0
813,20180111171568,1,43,18,2,0,0,0
814,20180111171568,2,45,20,1,0,0,0
815,20180111171568,3,13,22,1,0,0,0
816,20180111171568,4,12,22,2,0,0,0
817,20180111171570,1,79,19,1,0,0,0
818,20180111171580,1,16,18,2,0,0,0
819,20180111171580,2,38,24,2,0,0,0
820,20180111171580,3,42,24,1,0,0,0
821,20180111171587,1,77,19,2,0,0,0
822,20180111171600,1,50,18,2,0,0,0
823,20180111171600,2,20,22,1,0,0,0
824,20180111171607,1,42,18,2,0,0,0
825,20180111171607,2,46,20,1,0,0,0
826,20180111171607,3,12,22,1,0,0,0
827,20180111171607,4,12,22,1,0,0,0
828,20180111171611,1,46,18,2,0,0,0
829,20180111171611,2,40,20,1,0,0,0
830,20180111171611,3,17,22,1,0,0,0
831,20180111171616,1,47,19,2,0,0,0
832,20180111171676,1,48,18,1,0,0,0
833,20180111171676,2,48,20,2,0,0,0
834,20180111171676,3,7,22,1,0,0,0
835,20180111171676,4,7,22,1,0,0,0
836,20180111171682,1,48,18,2,0,0,0
837,20180111171682,2,50,20,1,0,0,0
838,20180111171682,3,19,22,1,0,0,0
839,20180111171682,4,15,22,1,0,0,0
840,20180111171682,5,10,22,1,0,0,0
841,20180111171699,1,56,18,1,0,0,0
842,20180111171699,2,55,20,2,0,0,0
843,20180111171729,1,36,18,1,0,0,0
844,20180111171729,2,27,20,2,0,0,0
845,20180111171729,3,10,22,1,0,0,0
846,20180111171729,4,9,22,1,0,0,0
847,20180111171729,5,2,22,2,0,0,0
848,20180111171740,1,65,18,1,0,0,0
849,20180111171740,2,64,20,2,0,0,0
850,20180111171752,1,46,18,1,0,0,0
851,20180111171752,2,43,20,2,0,0,0
852,20180111171752,3,13,22,1,0,0,0
853,20180111171752,4,10,22,2,0,0,0
854,20180111171761,1,19,18,1,0,0,0
855,20180111171761,2,58,24,1,0,0,0
856,20180111171761,3,46,24,2,0,0,0
857,20180111171761,4,21,25,1,0,0,0
858,20180111171761,5,14,25,1,0,0,0
859,20180111171766,1,48,19,1,0,0,0
860,20180111171795,1,29,18,2,0,0,0
861,20180111171795,2,65,30,2,0,0,0
862,20180111171795,3,60,30,1,0,0,0
863,20180111171795,4,29,21,1,0,0,0
864,20180111171795,5,12,30,1,0,0,0
865,20180111171795,6,9,22,1,0,0,0
866,20180111171795,7,5,22,2,0,0,0
867,20180111171806,1,42,18,2,0,0,0
868,20180111171806,2,47,20,1,0,0,0
869,20180111171813,1,26,18,1,0,0,0
870,20180111171813,2,27,20,2,0,0,0
871,20180111171832,1,49,18,2,0,0,0
872,20180111171832,2,49,20,1,0,0,0
873,20180111171832,3,12,22,2,0,0,0
874,20180111171834,1,85,18,1,60,0,0
875,20180111171834,2,74,20,2,0,0,0
876,20180111171834,3,55,22,1,0,0,0
877,20180111171845,1,34,18,2,0,0,0
878,20180111171845,2,40,20,1,0,0,0
879,20180111171845,3,10,22,2,0,0,0
880,20180111171847,1,26,18,2,0,0,0
881,20180111171847,2,2,22,2,0,0,0
882,20180111171864,1,22,18,2,0,0,0
883,20180111171864,2,48,24,2,0,0,0
884,20180111171864,3,0,22,2,0,0,0
885,20180111171866,1,30,18,2,0,0,0
886,20180111171866,2,31,20,1,0,0,0
887,20180111171866,3,6,22,2,0,0,0
888,20180111171866,4,8,22,2,0,0,0
889,20180111171866,5,0,22,1,0,0,0
890,20180111171869,1,68,19,1,0,0,0
891,20180111171910,1,68,18,1,0,0,0
892,20180111171910,2,76,20,2,0,0,0
893,20180111171914,1,43,18,2,0,0,0
894,20180111171914,2,42,20,1,0,0,0
895,20180111171914,3,14,22,1,0,0,0
896,20180111171914,4,6,22,2,0,0,0
897,20180111171914,5,4,22,1,0,0,0
898,20180111171972,1,68,18,1,0,0,0
899,20180111171972,2,62,20,2,0,0,0
900,20180111171987,1,46,18,2,0,0,0
901,20180111171987,2,50,20,1,0,0,0
902,20180111171987,3,12,22,2,0,0,0
903,20180111171987,4,11,22,2,0,0,0
904,20180111171987,5,10,22,1,0,0,0
905,20180111172007,1,80,18,1,0,0,0
906,20180111172007,2,77,20,2,0,0,0
907,20180111172014,1,74,19,2,0,0,0
908,20180111172024,1,36,18,2,0,0,0
909,20180111172024,2,40,20,1,0,0,0
910,20180111172024,3,10,22,2,0,0,0
911,20180111172024,4,17,40,1,0,0,0
912,20180111172024,5,15,40,2,0,0,0
913,20180111172034,1,35,18,2,0,0,0
914,20180111172034,2,22,20,1,0,0,0
915,20180111172034,3,1,22,2,0,0,0
916,20180111172046,1,17,18,1,0,0,0
917,20180111172046,2,50,24,2,0,0,0
918,20180111172088,1,17,18,2,0,0,0
919,20180111172088,2,45,24,1,0,0,0
920,20180111172088,3,20,25,1,0,0,0
921,20180111172088,4,19,25,1,0,0,0
922,20180111172090,1,58,18,1,0,0,0
923,20180111172090,2,57,20,2,0,0,0
924,20180111172096,1,20,18,1,0,0,0
925,20180111172096,2,44,24,2,0,0,0
926,20180111172096,3,54,24,1,0,0,0
927,20180111172096,4,21,25,2,0,0,0
928,20180111172096,5,17,25,2,0,0,0
929,20180111172096,6,22,28,1,0,0,0
930,20180111172100,1,70,19,1,0,0,0
931,20180111172109,1,72,18,2,0,0,0
932,20180111172109,2,75,20,1,0,0,0
933,20180111172109,3,20,23,2,0,0,0
934,20180111172126,1,61,18,1,0,0,0
935,20180111172126,2,53,20,2,0,0,0
936,20180111172134,1,49,18,1,0,0,0
937,20180111172134,2,49,20,2,0,0,0
938,20180111172138,1,46,18,1,0,0,0
939,20180111172138,2,32,20,2,0,0,0
940,20180111172138,3,10,22,2,0,0,0
941,20180111172138,4,1,22,1,0,0,0
942,20180111172142,1,38,18,2,0,0,0
943,20180111172142,2,37,20,1,0,0,0
944,20180111172142,3,7,22,2,0,0,0
945,20180111172142,4,3,22,1,0,0,0
946,20180111172142,5,36,25,2,0,0,0
947,20180111172142,6,30,26,1,0,0,0
948,20180111172153,1,41,19,1,0,0,0
949,20180111172153,2,12,40,1,0,0,0
950,20180111172153,3,5,40,2,0,0,0
951,20180111172153,4,13,40,1,0,0,0
952,20180111172162,1,75,18,2,0,0,0
953,20180111172162,2,75,20,1,0,0,0
954,20180111172162,3,46,22,1,0,0,0
955,20180111172184,1,32,18,2,0,0,0
956,20180111172184,2,34,20,1,0,0,0
957,20180111172184,3,13,22,1,0,0,0
958,20180111172184,4,11,22,2,0,0,0
959,20180111172184,5,0,22,1,0,0,0
960,20180111172192,1,74,18,2,0,0,0
961,20180111172192,2,79,20,1,0,0,0
962,20180111172192,3,26,23,2,0,0,0
963,20180111172218,1,41,18,1,0,0,0
964,20180111172218,2,39,20,2,0,0,0
965,20180111172231,1,42,18,1,0,0,0
966,20180111172231,2,19,22,2,0,0,0
967,20180111172231,3,16,22,2,0,0,0
968,20180111172231,4,38,21,2,0,0,0
969,20180111172231,5,13,22,1,0,0,0
970,20180111172231,6,9,22,2,0,0,0
971,20180111172242,1,58,18,2,0,0,0
972,20180111172242,2,64,20,1,0,0,0
973,20180111172244,1,50,18,2,0,0,0
974,20180111172244,2,51,20,1,0,0,0
975,20180111172244,3,1,22,1,0,0,0
976,20180111172244,4,7,22,2,0,0,0
977,20180111172255,1,46,18,2,0,0,0
978,20180111172255,2,50,20,1,0,0,0
979,20180111172255,3,18,22,1,0,0,0
980,20180111172255,4,15,22,1,0,0,0
981,20180111172257,1,41,18,2,0,0,0
982,20180111172257,2,55,20,1,0,0,0
983,20180111172257,3,16,22,2,0,0,0
984,20180111172257,5,6,22,2,0,0,0
985,20180111172260,1,48,18,1,0,0,0
986,20180111172260,2,17,22,2,0,0,0
987,20180111172260,3,13,22,1,0,0,0
988,20180111172266,1,67,19,2,0,0,0
989,20180111172271,1,55,19,2,0,0,0
990,20180111172280,1,30,18,2,0,0,0
991,20180111172280,2,31,20,1,0,0,0
992,20180111172284,1,36,18,2,0,0,0
993,20180111172284,2,6,22,2,0,0,0
994,20180111172284,3,1,22,1,0,0,0
995,20180111172287,1,35,18,1,0,0,0
996,20180111172287,2,36,20,2,0,0,0
997,20180111172287,3,5,22,1,0,0,0
998,20180111172287,4,2,22,2,0,0,0
999,20180111172288,1,77,18,2,0,0,0
1000,20180111172288,2,76,20,1,0,0,0
1001,20180111172297,1,55,19,2,0,0,0
1002,20180111172333,1,41,18,1,0,0,0
1003,20180111172333,2,37,20,2,0,0,0
1004,20180111172333,3,15,22,1,0,0,0
1005,20180111172333,4,14,22,2,0,0,0
1006,20180111172346,1,53,18,1,0,0,0
1007,20180111172346,2,49,20,2,0,0,0
1008,20180111172346,5,19,22,1,0,0,0
1009,20180111172347,1,80,18,2,0,0,0
1010,20180111172347,2,80,20,1,0,0,0
1011,20180111172355,1,64,19,1,0,0,0
1012,20180111172373,1,64,19,2,0,0,0
1013,20180111172375,1,56,18,2,0,0,0
1014,20180111172375,2,72,20,1,0,0,0
1015,20180111172386,1,33,18,1,0,0,0
1016,20180111172386,2,34,20,2,0,0,0
1017,20180111172386,3,14,22,2,0,0,0
1018,20180111172386,4,13,22,2,0,0,0
1019,20180111172386,5,8,22,1,0,0,0
1020,20180111172386,6,7,22,1,0,0,0
1021,20180111172386,7,7,22,2,0,0,0
1022,20180111172401,1,62,18,1,0,0,0
1023,20180111172401,2,60,20,2,0,0,0
1024,20180111172401,3,20,22,1,0,0,0
1025,20180111172416,1,64,18,2,0,0,0
1026,20180111172416,2,42,22,2,0,0,0
1027,20180111172416,3,62,25,1,0,0,0
1028,20180111172416,4,51,26,1,0,0,0
1029,20180111172424,1,60,18,2,0,0,0
1030,20180111172424,2,60,20,1,0,0,0
1031,20180111172428,1,50,18,1,0,0,0
1032,20180111172428,2,48,20,2,0,0,0
1033,20180111172428,3,26,22,1,0,0,0
1034,20180111172428,4,19,22,1,0,0,0
1035,20180111172428,5,11,22,2,0,0,0
1036,20180111172434,1,67,19,1,0,0,0
1037,20180111172436,1,39,18,2,0,0,0
1038,20180111172436,2,3,22,1,0,0,0
1039,20180111172436,4,9,40,1,0,0,0
1040,20180111172444,1,18,18,1,0,0,0
1041,20180111172444,2,56,24,1,0,0,0
1042,20180111172444,3,50,24,2,0,0,0
1043,20180111172444,4,20,25,2,0,0,0
1044,20180111172444,5,12,25,1,0,0,0
1045,20180111172471,1,60,18,2,0,0,0
1046,20180111172471,2,59,20,1,0,0,0
1047,20180111172471,3,23,22,2,0,0,0
1048,20180111172478,1,66,18,1,0,0,0
1049,20180111172478,2,57,20,2,0,0,0
1050,20180111172485,1,38,19,2,0,0,0
1051,20180111172485,2,14,40,1,0,0,0
1052,20180111172494,1,32,18,1,0,0,0
1053,20180111172494,2,32,20,2,0,0,0
1054,20180111172494,3,6,22,1,0,0,0
1055,20180111172494,4,5,22,2,0,0,0
1056,20180111172494,5,2,22,1,0,0,0
1057,20180111172497,1,65,19,2,0,0,0
1058,20180111172515,1,52,18,2,0,0,0
1059,20180111172515,2,52,20,1,0,0,0
1060,20180111172515,3,13,22,2,0,0,0
1061,20180111172515,4,13,22,1,0,0,0
1062,20180111172528,1,22,18,1,0,0,0
1063,20180111172528,2,63,24,2,0,0,0
1064,20180111172537,1,42,18,1,0,0,0
1065,20180111172537,2,32,20,2,0,0,0
1066,20180111172537,3,16,22,2,0,0,0
1067,20180111172537,4,16,22,2,0,0,0
1068,20180111172537,5,14,22,1,0,0,0
1069,20180111172537,6,7,22,2,0,0,0
1070,20180111172537,7,14,40,1,0,0,0
1071,20180111172538,1,42,18,1,0,0,0
1072,20180111172538,2,45,20,2,0,0,0
1073,20180111172538,3,8,22,1,0,0,0
1074,20180111172538,4,72,24,1,0,0,0
1075,20180111172538,5,75,24,2,0,0,0
1076,20180111172539,1,37,18,1,0,0,0
1077,20180111172539,2,27,20,2,0,0,0
1078,20180111172539,3,2,22,2,0,0,0
1079,20180111172539,4,8,22,1,0,0,0
1080,20180111172539,5,5,22,1,0,0,0
1081,20180111172539,6,13,40,1,0,0,0
1082,20180111172539,7,11,40,1,0,0,0
1083,20180111172543,1,49,18,2,0,0,0
1084,20180111172543,2,48,20,1,0,0,0
1085,20180111172543,3,21,22,2,0,0,0
1086,20180111172543,4,17,22,2,0,0,0
1087,20180112170002,1,85,18,2,60,0,0
1088,20180112170002,2,59,20,1,0,0,0
1089,20180112170002,3,61,26,1,0,0,0
1090,20180112170019,1,48,19,1,0,0,0
1091,20180112170022,1,36,18,2,0,0,0
1092,20180112170022,2,0,22,1,0,0,0
1093,20180112170022,3,37,30,1,0,0,0
1094,20180112170037,1,47,18,2,0,0,0
1095,20180112170037,2,47,20,1,0,0,0
1096,20180112170037,3,12,22,1,0,0,0
1097,20180112170039,1,74,19,2,0,0,0
1098,20180112170040,1,53,18,2,0,0,0
1099,20180112170040,2,16,22,1,0,0,0
1100,20180112170041,1,44,18,2,0,0,0
1101,20180112170041,2,37,21,1,0,0,0
1102,20180112170041,3,24,22,1,0,0,0
1103,20180112170042,1,43,18,1,0,0,0
1104,20180112170042,2,15,22,2,0,0,0
1105,20180112170042,3,9,22,1,0,0,0
1106,20180112170043,1,80,19,1,0,0,0
1107,20180112170052,1,49,18,2,0,0,0
1108,20180112170052,2,55,20,1,0,0,0
1109,20180112170052,5,19,22,1,0,0,0
1110,20180112170052,6,16,22,1,0,0,0
1111,20180112170059,1,73,18,2,0,0,0
1112,20180112170059,2,77,20,1,0,0,0
1113,20180112170069,1,66,19,1,0,0,0
1114,20180112170079,1,85,19,2,60,0,0
1115,20180112170081,1,59,18,1,0,0,0
1116,20180112170081,2,60,20,2,0,0,0
1117,20180112170087,1,71,19,1,0,0,0
1118,20180112170087,2,68,28,1,0,0,0
1119,20180112170093,1,64,19,2,0,0,0
1120,20180112170094,1,46,19,2,0,0,0
1121,20180112170094,2,34,20,1,0,0,0
1122,20180112170094,3,21,22,2,0,0,0
1123,20180112170094,4,17,22,1,0,0,0
1124,20180112170094,5,10,22,2,0,0,0
1125,20180112170095,1,53,19,2,0,0,0
1126,20180112170095,2,18,22,2,0,0,0
1127,20180112170095,3,20,22,2,0,0,0
1128,20180112170098,1,50,18,1,0,0,0
1129,20180112170098,2,50,20,2,0,0,0
1130,20180112170098,3,18,22,2,0,0,0
1131,20180112170098,4,10,22,2,0,0,0
1132,20180112170099,1,66,19,2,0,0,0
1133,20180112170100,1,39,18,1,0,0,0
1134,20180112170100,2,38,20,2,0,0,0
1135,20180112170100,3,17,22,1,0,0,0
1136,20180112170100,4,16,22,1,0,0,0
1137,20180112170100,5,19,22,2,0,0,0
1138,20180112170101,1,63,18,1,0,0,0
1139,20180112170101,2,34,22,1,0,0,0
1140,20180112170101,3,68,20,2,0,0,0
1141,20180112170102,1,28,18,2,0,0,0
1142,20180112170102,2,1,22,1,0,0,0
1143,20180112170102,3,6,22,2,0,0,0
1144,20180112170103,1,54,18,2,0,0,0
1145,20180112170103,2,64,20,1,0,0,0
1146,20180112170115,1,54,18,2,0,0,0
1147,20180112170115,2,59,21,1,0,0,0
1148,20180112170116,1,31,18,1,0,0,0
1149,20180112170116,2,24,20,2,0,0,0
1150,20180112170116,3,0,22,2,0,0,0
1151,20180112170118,1,31,19,1,0,0,0
1152,20180112170118,2,28,21,2,0,0,0
1153,20180112170118,3,10,30,1,0,0,0
1154,20180112170121,1,60,18,2,0,0,0
1155,20180112170121,2,61,20,1,0,0,0
1156,20180112170121,3,37,22,2,0,0,0
1157,20180112170121,4,34,22,2,0,0,0
1158,20180112170121,5,22,22,1,0,0,0
1159,20180112170133,1,40,18,2,0,0,0
1160,20180112170133,2,48,20,1,0,0,0
1161,20180112170133,3,6,22,2,0,0,0
1162,20180112170133,4,4,22,2,0,0,0
1163,20180112170144,1,56,19,1,0,0,0
1164,20180112170147,1,33,18,2,0,0,0
1165,20180112170147,2,11,22,1,0,0,0
1166,20180112170147,3,4,22,2,0,0,0
1167,20180112170148,1,66,19,2,0,0,0
1168,20180112170154,1,20,18,2,0,0,0
1169,20180112170154,2,38,24,2,0,0,0
1170,20180112170154,3,14,25,2,0,0,0
1171,20180112170156,1,38,18,1,0,0,0
1172,20180112170156,2,41,20,2,0,0,0
1173,20180112170156,3,16,22,1,0,0,0
1174,20180112170156,4,15,22,2,0,0,0
1175,20180112170156,5,11,22,1,0,0,0
1176,20180112170156,6,9,22,1,0,0,0
1177,20180112170501,1,67,18,2,0,0,0
1178,20180112170501,2,85,20,1,60,0,0
1179,20180112170502,1,15,18,2,0,0,0
1180,20180112170502,2,37,24,1,0,0,0
1181,20180112170502,3,34,24,2,0,0,0
1182,20180112170502,4,13,25,2,0,0,0
1183,20180112170502,5,6,25,2,0,0,0
1184,20180112170502,6,8,25,1,0,0,0
1185,20180112170502,7,2,25,2,0,0,0
1186,20180112170502,8,0,25,1,0,0,0
1187,20180112170508,1,85,19,2,60,0,0
1188,20180112170509,1,70,19,2,0,0,0
1189,20180112170513,1,62,19,2,0,0,0
1190,20180112170517,1,46,18,1,0,0,0
1191,20180112170517,2,38,20,2,0,0,0
1192,20180112170517,3,16,22,2,0,0,0
1193,20180112170517,4,2,22,1,0,0,0
1194,20180112170520,1,80,18,1,0,0,0
1195,20180112170520,2,76,21,1,0,0,0
1196,20180112170523,1,66,18,1,0,0,0
1197,20180112170523,2,61,20,2,0,0,0
1198,20180112170534,1,32,18,2,0,0,0
1199,20180112170534,2,14,22,2,0,0,0
1200,20180112170534,3,12,22,1,0,0,0
1201,20180112170534,4,0,22,2,0,0,0
1202,20180112170540,1,40,18,2,0,0,0
1203,20180112170540,2,42,20,1,0,0,0
1204,20180112170540,3,16,22,2,0,0,0
1205,20180112170540,4,14,22,1,0,0,0
1206,20180112170540,5,11,22,1,0,0,0
1207,20180112170550,1,40,19,1,0,0,0
1208,20180112170551,1,41,18,1,0,0,0
1209,20180112170551,2,40,20,2,0,0,0
1210,20180112170551,3,5,22,1,0,0,0
1211,20180112170551,4,3,22,2,0,0,0
1212,20180112170555,1,42,19,2,0,0,0
1213,20180112170558,1,85,19,1,60,0,0
1214,20180112170562,1,63,19,2,0,0,0
1215,20180112170564,1,46,18,2,0,0,0
1216,20180112170564,2,50,20,1,0,0,0
1217,20180112170564,3,24,22,2,0,0,0
1218,20180112170564,4,18,22,1,0,0,0
1219,20180112170565,1,50,19,1,0,0,0
1220,20180112170565,4,26,26,2,0,0,0
1221,20180112170565,5,8,26,1,0,0,0
1222,20180112170568,1,47,18,1,0,0,0
1223,20180112170568,2,44,20,2,0,0,0
1224,20180112170568,3,12,22,1,0,0,0
1225,20180112170568,4,10,22,1,0,0,0
1226,20180112170571,1,75,19,2,0,0,0
1227,20180112170572,1,52,18,1,0,0,0
1228,20180112170572,3,23,22,1,0,0,0
1229,20180112170572,4,51,28,2,0,0,0
1230,20180112170573,1,44,18,2,0,0,0
1231,20180112170573,2,45,20,1,0,0,0
1232,20180112170573,3,17,22,2,0,0,0
1233,20180112170573,4,15,22,1,0,0,0
1234,20180112170573,5,7,22,2,0,0,0
1235,20180112170575,1,60,19,1,0,0,0
1236,20180112170577,1,33,18,2,0,0,0
1237,20180112170577,2,12,22,1,0,0,0
1238,20180112170577,3,3,22,1,0,0,0
1239,20180112170578,1,35,18,2,0,0,0
1240,20180112170578,2,42,20,1,0,0,0
1241,20180112170578,3,16,22,1,0,0,0
1242,20180112170578,4,7,22,2,0,0,0
1243,20180112170578,5,6,22,2,0,0,0
1244,20180112170580,1,38,18,1,0,0,0
1245,20180112170580,2,17,22,2,0,0,0
1246,20180112170580,3,13,22,2,0,0,0
