,TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
14953,20180707180849,2,1,22,1,0,0,0
14954,20180707180849,3,55,24,2,0,0,0
14955,20180707180856,1,85,19,2,60,0,0
14956,20180707180860,1,85,19,2,60,0,0
14957,20180707180869,1,43,19,2,0,0,0
14958,20180707180869,2,13,22,1,0,0,0
14959,20180707180869,3,8,22,2,0,0,0
14960,20180707180870,1,38,18,1,0,0,0
14961,20180707180870,2,37,20,2,0,0,0
14962,20180707180870,3,11,22,2,0,0,0
14963,20180707180870,4,9,22,2,0,0,0
14964,20180707180870,5,7,22,2,0,0,0
14965,20180707180873,1,64,18,2,0,0,0
14966,20180707180873,2,65,20,1,0,0,0
14967,20180707180873,3,32,22,2,0,0,0
14968,20180707180877,1,71,19,2,0,0,0
14969,20180707180880,1,57,18,2,0,0,0
14970,20180707180880,2,58,20,1,0,0,0
14971,20180707180883,1,34,18,2,0,0,0
14972,20180707180883,2,37,20,1,0,0,0
14973,20180707180883,3,11,22,2,0,0,0
14974,20180707180883,4,10,22,1,0,0,0
14975,20180707180889,1,63,19,2,0,0,0
14976,20180707180894,1,21,18,2,0,0,0
14977,20180707180894,2,66,26,1,0,0,0
14978,20180707180894,3,61,26,2,0,0,0
14979,20180707180894,4,23,25,1,0,0,0
14980,20180707180894,5,17,25,2,0,0,0
14981,20180707180942,1,54,19,1,0,0,0
14982,20180707180948,1,69,18,2,0,0,0
14983,20180707180969,1,38,18,2,0,0,0
14984,20180707180969,2,18,22,1,0,0,0
14985,20180707180969,3,13,22,2,0,0,0
14986,20180707180969,4,8,22,2,0,0,0
14987,20180707181027,1,60,19,1,0,0,0
14988,20180707181027,2,64,21,2,0,0,0
14989,20180707181032,1,15,18,2,0,0,0
14990,20180707181032,2,63,24,1,0,0,0
14991,20180707181032,3,50,24,2,0,0,0
14992,20180707181032,4,13,25,1,0,0,0
14993,20180707181035,1,34,19,2,0,0,0
14994,20180707181057,1,75,19,2,0,0,0
14995,20180707181069,1,22,18,2,0,0,0
14996,20180707181069,2,25,21,1,0,0,0
14997,20180707181080,1,78,18,2,0,0,0
14998,20180707181080,2,53,22,1,0,0,0
14999,20180707181087,1,39,19,2,0,0,0
15000,20180707181087,2,33,25,2,0,0,0
15001,20180707181096,1,78,19,1,0,0,0
15002,20180707181118,1,24,18,2,0,0,0
15003,20180707181118,2,29,20,1,0,0,0
15004,20180707181118,3,5,22,1,0,0,0
15005,20180707181118,4,3,22,1,0,0,0
15006,20180707181136,1,57,18,2,0,0,0
15007,20180707181136,2,61,20,1,0,0,0
15008,20180707181140,1,70,18,1,0,0,0
15009,20180707181140,2,72,20,2,0,0,0
15010,20180707181141,1,58,18,1,0,0,0
15011,20180707181141,2,80,24,2,0,0,0
15012,20180707181147,1,60,19,1,0,0,0
15013,20180707181183,1,68,19,1,0,0,0
15014,20180707181183,2,58,21,2,0,0,0
15015,20180707181199,1,71,19,2,0,0,0
15016,20180707181206,1,40,18,1,0,0,0
15017,20180707181206,2,9,22,1,0,0,0
15018,20180707181235,1,67,18,2,0,0,0
15019,20180707181235,2,29,23,2,0,0,0
15020,20180707181244,1,61,19,1,0,0,0
15021,20180707181247,1,58,19,2,0,0,0
15022,20180707181247,2,41,21,1,0,0,0
15023,20180707181254,1,69,19,2,0,0,0
15024,20180707181259,1,69,18,1,0,0,0
15025,20180707181259,2,37,22,1,0,0,0
15026,20180707181263,1,36,18,1,0,0,0
15027,20180707181263,2,36,20,2,0,0,0
15028,20180707181263,3,5,22,1,0,0,0
15029,20180707181263,4,3,22,2,0,0,0
15030,20180707181267,1,33,18,1,0,0,0
15031,20180707181267,2,58,24,2,0,0,0
15032,20180707181267,3,14,22,1,0,0,0
15033,20180707181267,4,12,22,1,0,0,0
15034,20180707181280,1,23,18,2,0,0,0
15035,20180707181280,2,24,20,1,0,0,0
15036,20180707181324,1,23,19,1,0,0,0
15037,20180707181324,2,22,21,2,0,0,0
15038,20180707181333,1,67,19,2,0,0,0
15039,20180707181383,1,59,18,1,0,0,0
15040,20180707181383,2,51,20,2,0,0,0
15041,20180707181383,3,18,22,2,0,0,0
15042,20180707181383,4,16,22,1,0,0,0
15043,20180707181388,1,67,19,1,0,0,0
15044,20180707181412,1,17,18,1,0,0,0
15045,20180707181412,2,50,24,2,0,0,0
15046,20180707181412,3,50,24,1,0,0,0
15047,20180707181420,1,37,19,2,0,0,0
15048,20180707181420,2,27,20,1,0,0,0
15049,20180707181434,1,63,18,1,0,0,0
15050,20180707181434,2,57,20,2,0,0,0
15051,20180707181448,1,27,19,1,0,0,0
15052,20180707181449,1,41,18,1,0,0,0
15053,20180707181449,2,34,20,2,0,0,0
15054,20180707181449,3,11,22,1,0,0,0
15055,20180707181458,1,66,19,1,0,0,0
15056,20180707181459,1,57,19,1,0,0,0
15057,20180707181492,1,59,19,2,0,0,0
15058,20180707181501,1,66,18,1,0,0,0
15059,20180707181501,2,56,20,2,0,0,0
15060,20180707181501,3,16,22,2,0,0,0
15061,20180707181501,4,22,22,1,0,0,0
15062,20180707181502,1,38,18,2,0,0,0
15063,20180707181502,2,36,20,1,0,0,0
15064,20180707181502,4,1,22,2,0,0,0
15065,20180707181502,5,0,22,2,0,0,0
15066,20180707181502,6,8,40,1,0,0,0
15067,20180707181505,1,85,19,2,60,0,0
15068,20180707181513,1,59,19,1,0,0,0
15069,20180707181518,1,35,18,1,0,0,0
15070,20180707181518,2,29,25,1,0,0,0
15071,20180707181518,3,14,40,1,0,0,0
15072,20180707181524,1,57,19,1,0,0,0
15073,20180707181535,1,52,18,1,0,0,0
15074,20180707181535,2,49,20,2,0,0,0
15075,20180707181548,1,75,18,1,0,0,0
15076,20180707181548,2,72,20,2,0,0,0
15077,20180707181551,1,42,18,2,0,0,0
15078,20180707181551,2,44,20,1,0,0,0
15079,20180707181551,3,12,22,1,0,0,0
15080,20180707181551,4,10,22,2,0,0,0
15081,20180707181559,1,79,19,1,0,0,0
15082,20180707181568,1,37,19,1,0,0,0
15083,20180707181568,2,29,21,2,0,0,0
15084,20180707181568,3,9,40,1,0,0,0
15085,20180707181568,4,7,40,2,0,0,0
15086,20180707181583,1,35,18,1,0,0,0
15087,20180707181583,2,34,20,2,0,0,0
15088,20180707181583,3,6,22,2,0,0,0
15089,20180707181583,4,3,22,1,0,0,0
15090,20180707181592,1,23,19,1,0,0,0
15091,20180707181593,1,29,19,2,0,0,0
15092,20180707181640,1,77,19,1,0,0,0
15093,20180707181653,1,67,18,2,0,0,0
15094,20180707181653,2,66,20,1,0,0,0
15095,20180707181664,1,35,19,2,0,0,0
15096,20180707181673,1,51,18,2,0,0,0
15097,20180707181673,2,47,21,1,0,0,0
15098,20180707181673,5,10,30,2,0,0,0
15099,20180707181688,1,19,18,1,0,0,0
15100,20180707181688,2,61,24,2,0,0,0
15101,20180707181688,3,53,24,1,0,0,0
15102,20180707181688,4,13,25,2,0,0,0
15103,20180707181688,5,11,25,2,0,0,0
15104,20180707181688,6,7,25,1,0,0,0
15105,20180707181689,1,38,19,1,0,0,0
15106,20180707181689,2,36,21,2,0,0,0
15107,20180707181699,1,79,18,1,0,0,0
15108,20180707181699,2,79,20,2,0,0,0
15109,20180707181702,1,20,18,2,0,0,0
15110,20180707181702,2,1,22,2,0,0,0
15111,20180707181783,1,67,19,2,0,0,0
15112,20180707181786,1,26,18,2,0,0,0
15113,20180707181786,2,26,29,2,0,0,0
15114,20180707181793,1,56,19,1,0,0,0
15115,20180707181825,1,80,18,1,0,0,0
15116,20180707181825,2,76,20,2,0,0,0
15117,20180707181837,1,21,18,2,0,0,0
15118,20180707181837,2,1,22,2,0,0,0
15119,20180707181844,1,72,19,1,0,0,0
15120,20180707181844,2,64,21,2,0,0,0
15121,20180707181877,1,46,18,1,0,0,0
15122,20180707181877,2,40,20,2,0,0,0
15123,20180707181877,3,8,22,1,0,0,0
15124,20180707181877,4,3,22,2,0,0,0
15125,20180707181902,1,66,18,1,0,0,0
15126,20180707181902,2,65,20,2,0,0,0
15127,20180707181916,1,73,19,2,0,0,0
15128,20180707181917,1,37,18,2,0,0,0
15129,20180707181917,2,37,20,1,0,0,0
15130,20180707181917,3,4,22,2,0,0,0
15131,20180707181926,1,69,19,1,0,0,0
15132,20180707181932,1,33,18,2,0,0,0
15133,20180707181932,2,13,22,1,0,0,0
15134,20180707181932,3,8,22,2,0,0,0
15135,20180707181932,4,6,22,1,0,0,0
15136,20180707181932,5,41,21,1,0,0,0
15137,20180707181951,1,51,18,2,0,0,0
15138,20180707181951,2,51,20,1,0,0,0
15139,20180707181951,4,14,22,1,0,0,0
15140,20180707181963,1,64,18,1,0,0,0
15141,20180707181963,2,38,20,2,0,0,0
15142,20180707181963,3,6,22,1,0,0,0
15143,20180707181978,1,49,18,1,0,0,0
15144,20180707181978,2,49,20,2,0,0,0
15145,20180707181983,1,63,19,1,0,0,0
15146,20180707182008,1,71,19,2,0,0,0
15147,20180707182009,1,70,18,2,0,0,0
15148,20180707182009,2,74,20,1,0,0,0
15149,20180707182029,1,75,19,1,0,0,0
15150,20180707182041,1,54,18,2,0,0,0
15151,20180707182041,2,54,20,1,0,0,0
15152,20180707182042,1,19,18,1,0,0,0
15153,20180707182042,2,41,24,2,0,0,0
15154,20180707182042,3,11,25,1,0,0,0
15155,20180707182042,4,7,25,2,0,0,0
15156,20180707182042,5,7,25,2,0,0,0
15157,20180707182052,1,32,18,2,0,0,0
15158,20180707182052,2,35,20,1,0,0,0
15159,20180707182052,3,0,22,2,0,0,0
15160,20180707182054,1,44,19,1,0,0,0
15161,20180707182054,2,43,20,2,0,0,0
15162,20180707182080,1,24,18,2,0,0,0
15163,20180707182080,2,24,20,1,0,0,0
15164,20180707182084,1,57,19,2,0,0,0
15165,20180707182098,1,73,18,2,0,0,0
15166,20180707182098,2,73,20,1,0,0,0
15167,20180707182116,1,68,19,2,0,0,0
15168,20180707182125,1,49,18,1,0,0,0
15169,20180707182125,2,49,20,2,0,0,0
15170,20180707182125,3,27,22,2,0,0,0
15171,20180707182125,4,17,22,1,0,0,0
15172,20180707182145,1,64,19,2,0,0,0
15173,20180707182146,1,75,19,2,0,0,0
15174,20180707182159,1,77,19,1,0,0,0
15175,20180707182180,1,56,18,2,0,0,0
15176,20180707182185,1,64,18,2,0,0,0
15177,20180707182185,2,65,20,1,0,0,0
15178,20180707182185,3,36,22,1,0,0,0
15179,20180707182194,1,70,19,1,0,0,0
15180,20180707182195,1,27,18,1,0,0,0
15181,20180707182195,2,62,24,1,0,0,0
15182,20180707182195,3,58,24,2,0,0,0
15183,20180707182195,4,25,25,1,0,0,0
15184,20180707182195,5,20,25,2,0,0,0
15185,20180707182197,1,76,18,1,0,0,0
15186,20180707182197,2,76,20,2,0,0,0
15187,20180707182250,1,41,18,2,0,0,0
15188,20180707182250,2,10,22,1,0,0,0
15189,20180707182256,1,78,18,1,0,0,0
15190,20180707182256,2,76,20,2,0,0,0
15191,20180707182259,1,85,19,2,60,0,0
15192,20180707182268,1,45,18,2,0,0,0
15193,20180707182268,2,47,20,1,0,0,0
15194,20180707182268,3,12,22,1,0,0,0
15195,20180707182268,4,5,22,2,0,0,0
15196,20180707182284,1,64,18,1,0,0,0
15197,20180707182284,2,62,20,2,0,0,0
15198,20180707182334,1,73,18,1,0,0,0
15199,20180707182334,2,54,20,2,0,0,0
15200,20180707182336,1,56,18,1,0,0,0
15201,20180707182336,2,47,20,2,0,0,0
15202,20180707182336,3,16,22,1,0,0,0
15203,20180707182336,4,20,22,1,0,0,0
15204,20180707182357,1,43,18,2,0,0,0
15205,20180707182357,2,52,20,1,0,0,0
15206,20180707182357,3,10,22,1,0,0,0
15207,20180707182357,4,7,22,1,0,0,0
15208,20180707182357,5,4,22,1,0,0,0
15209,20180707182379,1,78,19,2,0,0,0
15210,20180707182401,1,30,18,2,0,0,0
15211,20180707182401,2,39,20,1,0,0,0
15212,20180707182401,3,7,40,2,0,0,0
15213,20180707182403,1,37,19,1,0,0,0
15214,20180707182405,1,70,18,2,0,0,0
15215,20180707182405,2,74,20,1,0,0,0
15216,20180707182453,1,67,19,2,0,0,0
15217,20180707182474,1,40,18,2,0,0,0
15218,20180707182474,2,45,20,1,0,0,0
15219,20180707182474,3,15,22,1,0,0,0
15220,20180707182474,4,8,22,1,0,0,0
15221,20180707182488,1,55,18,2,0,0,0
15222,20180707182488,2,35,22,1,0,0,0
15223,20180707182488,3,59,20,1,0,0,0
15224,20180707182488,4,4,23,2,0,0,0
15225,20180707182513,1,85,19,1,60,0,0
15226,20180707182513,2,31,23,2,0,0,0
15227,20180707182513,3,7,26,1,0,0,0
15228,20180805180834,1,34,19,1,0,0,0
15229,20180805181192,1,56,18,1,0,0,0
15230,20180805181192,2,52,20,2,0,0,0
15231,20180805181303,1,70,18,1,0,0,0
15232,20180805181303,2,68,20,2,0,0,0
15233,20180805181474,1,38,19,1,0,0,0
15234,20180805181999,1,51,18,1,0,0,0
15235,20180805181999,2,48,20,2,0,0,0
15236,20180805181999,3,16,22,1,0,0,0
15237,20180805181999,4,10,22,1,0,0,0
15238,20180805182522,1,45,18,1,0,0,0
15239,20180805182522,2,48,20,2,0,0,0
15240,20180805182522,3,14,22,2,0,0,0
15241,20180805182522,4,12,22,1,0,0,0
15242,20180806180038,1,30,18,2,0,0,0
15243,20180806180038,2,28,26,1,0,0,0
15244,20180806180038,3,33,21,1,0,0,0
15245,20180806180038,4,4,26,1,0,0,0
15246,20180806180038,5,3,26,2,0,0,0
15247,20180806180038,6,12,22,1,0,0,0
15248,20180806180038,7,2,22,2,0,0,0
15249,20180806180038,8,19,26,2,0,0,0
15250,20180806180055,1,57,19,1,0,0,0
15251,20180806180114,1,85,19,2,60,0,0
15252,20180806180144,1,44,18,1,0,0,0
15253,20180806180144,2,39,20,2,0,0,0
15254,20180806180144,3,19,22,2,0,0,0
15255,20180806180144,4,15,22,2,0,0,0
15256,20180806180144,5,12,22,2,0,0,0
15257,20180806180144,6,17,40,1,0,0,0
15258,20180806180523,1,27,18,1,0,0,0
15259,20180806180523,2,26,20,2,0,0,0
15260,20180806180523,3,5,22,1,0,0,0
15261,20180806180523,4,2,22,1,0,0,0
15262,20180806180523,5,0,22,1,0,0,0
15263,20180806180523,6,20,26,2,0,0,0
15264,20180806180597,1,49,18,1,0,0,0
15265,20180806180597,2,49,20,2,0,0,0
15266,20180806180600,1,60,19,1,0,0,0
15267,20180806180608,1,28,18,1,0,0,0
15268,20180806180608,2,32,20,2,0,0,0
15269,20180806180608,3,14,22,1,0,0,0
15270,20180806180608,4,0,22,1,0,0,0
15271,20180806180616,1,43,18,2,0,0,0
15272,20180806180616,2,43,20,1,0,0,0
15273,20180806180616,3,16,22,1,0,0,0
15274,20180806180616,4,14,22,2,0,0,0
15275,20180806180616,5,8,22,1,0,0,0
15276,20180806180616,6,6,22,2,0,0,0
15277,20180806180620,1,33,18,1,0,0,0
15278,20180806180620,2,27,20,2,0,0,0
15279,20180806180620,3,7,22,1,0,0,0
15280,20180806180620,4,3,22,1,0,0,0
15281,20180806180624,1,34,18,1,0,0,0
15282,20180806180624,2,34,20,2,0,0,0
15283,20180806180624,3,4,22,2,0,0,0
15284,20180806180624,4,4,22,1,0,0,0
15285,20180806180651,1,74,18,2,0,0,0
15286,20180806180651,2,85,20,1,60,0,0
15287,20180806180651,3,51,22,1,0,0,0
15288,20180806180654,1,50,18,1,0,0,0
15289,20180806180654,3,52,25,1,0,0,0
15290,20180806180670,1,32,18,2,0,0,0
15291,20180806180670,2,36,21,1,0,0,0
15292,20180806180670,4,0,22,1,0,0,0
15293,20180806180710,1,37,18,1,0,0,0
15294,20180806180710,2,36,20,2,0,0,0
15295,20180806180710,3,8,22,1,0,0,0
15296,20180806180710,4,6,22,1,0,0,0
15297,20180806180710,5,2,22,1,0,0,0
15298,20180806180722,1,46,18,2,0,0,0
15299,20180806180722,2,23,22,1,0,0,0
15300,20180806180722,3,48,21,1,0,0,0
15301,20180806180722,4,73,24,1,0,0,0
15302,20180806180730,1,53,18,1,0,0,0
15303,20180806180730,2,46,20,2,0,0,0
15304,20180806180730,3,12,22,1,0,0,0
15305,20180806180832,1,30,18,1,0,0,0
15306,20180806180832,2,26,25,1,0,0,0
15307,20180806180832,3,64,24,1,0,0,0
15308,20180806180846,1,80,19,2,0,0,0
15309,20180806180902,1,17,18,1,0,0,0
15310,20180806180902,2,39,24,2,0,0,0
15311,20180806180902,3,44,24,1,0,0,0
15312,20180806180902,4,16,25,1,0,0,0
15313,20180806180902,5,5,25,1,0,0,0
15314,20180806180902,6,13,25,2,0,0,0
15315,20180806180902,7,11,25,2,0,0,0
15316,20180806180933,1,30,18,1,0,0,0
15317,20180806180933,2,28,20,2,0,0,0
15318,20180806180933,3,4,22,2,0,0,0
15319,20180806180965,1,38,18,1,0,0,0
15320,20180806180965,2,35,20,2,0,0,0
15321,20180806180965,3,2,22,1,0,0,0
15322,20180806180965,4,0,22,2,0,0,0
15323,20180806180974,1,23,18,2,0,0,0
15324,20180806180974,2,42,24,2,0,0,0
15325,20180806180974,3,45,24,1,0,0,0
15326,20180806180974,4,16,25,2,0,0,0
15327,20180806180999,1,64,19,1,0,0,0
15328,20180806181008,1,44,18,2,0,0,0
15329,20180806181008,2,15,22,2,0,0,0
15330,20180806181042,1,69,18,2,0,0,0
15331,20180806181042,2,69,20,1,0,0,0
15332,20180806181049,1,39,18,2,0,0,0
15333,20180806181049,2,40,20,1,0,0,0
15334,20180806181049,3,12,22,1,0,0,0
15335,20180806181049,4,11,22,1,0,0,0
15336,20180806181049,5,4,22,2,0,0,0
15337,20180806181067,1,58,18,2,0,0,0
15338,20180806181067,2,60,20,1,0,0,0
15339,20180806181067,3,32,22,2,0,0,0
15340,20180806181077,1,54,19,2,0,0,0
15341,20180806181090,1,67,18,1,0,0,0
15342,20180806181090,2,65,20,2,0,0,0
15343,20180806181146,1,38,19,1,0,0,0
15344,20180806181170,1,58,18,2,0,0,0
15345,20180806181170,2,21,22,1,0,0,0
15346,20180806181170,3,52,21,1,0,0,0
15347,20180806181175,1,21,18,2,0,0,0
15348,20180806181175,2,31,20,1,0,0,0
15349,20180806181175,3,0,22,1,0,0,0
15350,20180806181175,6,17,22,1,0,0,0
15351,20180806181196,1,72,18,2,0,0,0
15352,20180806181196,2,76,20,1,0,0,0
15353,20180806181198,1,67,19,1,0,0,0
15354,20180806181213,1,43,18,2,0,0,0
15355,20180806181213,2,23,22,1,0,0,0
15356,20180806181213,3,7,23,1,0,0,0
15357,20180806181213,4,12,26,1,0,0,0
15358,20180806181215,1,24,18,2,0,0,0
15359,20180806181215,2,24,28,2,0,0,0
15360,20180806181233,1,34,18,1,0,0,0
15361,20180806181233,2,32,20,2,0,0,0
15362,20180806181233,3,7,22,1,0,0,0
15363,20180806181233,4,6,22,2,0,0,0
15364,20180806181233,5,4,22,2,0,0,0
15365,20180806181253,1,68,18,2,0,0,0
15366,20180806181253,2,73,20,1,0,0,0
15367,20180806181255,1,73,18,2,0,0,0
15368,20180806181255,2,74,25,2,0,0,0
15369,20180806181255,3,74,26,1,0,0,0
15370,20180806181268,1,62,18,2,0,0,0
15371,20180806181268,2,63,20,1,0,0,0
15372,20180806181280,1,18,18,2,0,0,0
15373,20180806181280,2,53,24,2,0,0,0
15374,20180806181280,3,54,24,1,0,0,0
15375,20180806181280,4,20,25,1,0,0,0
15376,20180806181294,1,25,19,1,0,0,0
15377,20180806181325,1,80,19,1,0,0,0
15378,20180806181325,2,5,22,2,0,0,0
15379,20180806181327,1,37,18,2,0,0,0
15380,20180806181327,2,45,20,1,0,0,0
15381,20180806181327,3,7,22,1,0,0,0
15382,20180806181327,4,17,22,1,0,0,0
15383,20180806181366,1,46,18,2,0,0,0
15384,20180806181366,2,49,20,1,0,0,0
15385,20180806181366,3,25,22,2,0,0,0
15386,20180806181366,4,20,22,2,0,0,0
15387,20180806181400,1,43,18,1,0,0,0
15388,20180806181400,2,44,20,2,0,0,0
15389,20180806181400,3,27,22,2,0,0,0
15390,20180806181400,4,15,22,1,0,0,0
15391,20180806181400,5,10,22,1,0,0,0
15392,20180806181435,1,37,18,2,0,0,0
15393,20180806181435,2,13,22,1,0,0,0
15394,20180806181435,3,11,22,2,0,0,0
15395,20180806181469,1,28,18,2,0,0,0
15396,20180806181469,2,29,20,1,0,0,0
15397,20180806181469,3,3,22,2,0,0,0
15398,20180806181469,4,1,22,2,0,0,0
15399,20180806181469,5,16,30,2,0,0,0
15400,20180806181470,1,60,18,2,0,0,0
15401,20180806181470,3,11,23,1,0,0,0
15402,20180806181470,4,55,21,1,0,0,0
15403,20180806181488,1,63,18,1,0,0,0
15404,20180806181488,2,67,20,2,0,0,0
15405,20180806181489,1,44,18,2,0,0,0
15406,20180806181489,2,51,20,1,0,0,0
15407,20180806181489,4,13,22,1,0,0,0
15408,20180806181489,5,9,22,2,0,0,0
15409,20180806181494,1,36,18,2,0,0,0
15410,20180806181494,2,16,22,2,0,0,0
15411,20180806181510,1,47,19,2,0,0,0
15412,20180806181529,1,64,18,2,0,0,0
15413,20180806181529,2,59,20,1,0,0,0
15414,20180806181533,1,75,19,1,0,0,0
15415,20180806181535,1,47,18,1,0,0,0
15416,20180806181535,2,47,20,2,0,0,0
15417,20180806181535,3,20,22,1,0,0,0
15418,20180806181558,1,46,18,2,0,0,0
15419,20180806181558,2,45,20,1,0,0,0
15420,20180806181558,3,10,22,1,0,0,0
15421,20180806181560,1,56,19,1,0,0,0
15422,20180806181582,1,35,18,1,0,0,0
15423,20180806181582,2,33,20,2,0,0,0
15424,20180806181582,3,3,22,1,0,0,0
15425,20180806181582,4,0,22,2,0,0,0
15426,20180806181616,1,29,18,2,0,0,0
15427,20180806181616,2,31,20,1,0,0,0
15428,20180806181624,1,54,19,1,0,0,0
15429,20180806181624,3,17,40,2,0,0,0
15430,20180806181631,1,56,18,2,0,0,0
15431,20180806181631,2,61,20,1,0,0,0
15432,20180806181631,3,31,22,2,0,0,0
15433,20180806181632,1,68,18,2,0,0,0
15434,20180806181632,2,70,20,1,0,0,0
15435,20180806181648,1,26,18,2,0,0,0
15436,20180806181648,2,41,28,2,0,0,0
15437,20180806181648,3,22,21,1,0,0,0
15438,20180806181648,4,4,28,1,0,0,0
15439,20180806181721,1,45,18,1,0,0,0
15440,20180806181721,2,44,20,2,0,0,0
15441,20180806181731,1,30,18,2,0,0,0
15442,20180806181731,2,35,20,1,0,0,0
15443,20180806181731,3,11,22,2,0,0,0
15444,20180806181731,4,4,22,2,0,0,0
15445,20180806181759,1,29,18,1,0,0,0
15446,20180806181759,2,59,24,1,0,0,0
15447,20180806181759,3,55,24,2,0,0,0
15448,20180806181759,4,15,25,1,0,0,0
15449,20180806181763,1,42,18,1,0,0,0
15450,20180806181763,2,37,20,2,0,0,0
15451,20180806181763,3,10,22,1,0,0,0
15452,20180806181763,4,6,22,1,0,0,0
15453,20180806181763,5,0,22,1,0,0,0
15454,20180806181764,1,63,18,1,0,0,0
15455,20180806181764,2,51,20,2,0,0,0
15456,20180806181764,3,14,22,2,0,0,0
15457,20180806181764,4,7,22,2,0,0,0
15458,20180806181777,1,33,18,1,0,0,0
15459,20180806181777,2,29,20,2,0,0,0
15460,20180806181777,3,4,22,2,0,0,0
15461,20180806181777,4,2,22,2,0,0,0
15462,20180806181788,1,44,18,1,0,0,0
15463,20180806181788,2,34,20,2,0,0,0
15464,20180806181788,3,18,22,2,0,0,0
15465,20180806181788,4,13,22,1,0,0,0
15466,20180806181788,5,9,22,1,0,0,0
15467,20180806181793,1,37,18,1,0,0,0
15468,20180806181793,2,34,20,2,0,0,0
15469,20180806181793,3,11,22,1,0,0,0
15470,20180806181793,4,10,22,2,0,0,0
15471,20180806181793,5,5,22,2,0,0,0
15472,20180806181793,6,0,22,1,0,0,0
15473,20180806181808,1,36,18,1,0,0,0
15474,20180806181808,2,37,20,2,0,0,0
15475,20180806181808,3,6,22,2,0,0,0
15476,20180806181808,4,3,22,1,0,0,0
15477,20180806181846,1,60,19,1,0,0,0
15478,20180806181847,1,32,18,1,0,0,0
15479,20180806181847,2,32,20,2,0,0,0
15480,20180806181847,3,4,22,1,0,0,0
15481,20180806181847,4,3,22,1,0,0,0
15482,20180806181856,1,69,18,2,0,0,0
15483,20180806181856,2,74,20,1,0,0,0
15484,20180806181862,1,33,19,1,0,0,0
15485,20180806181865,1,58,18,1,0,0,0
15486,20180806181865,2,53,20,2,0,0,0
15487,20180806181865,3,62,25,1,0,0,0
15488,20180806181875,1,59,18,2,0,0,0
15489,20180806181875,2,64,20,1,0,0,0
15490,20180806181875,3,32,22,2,0,0,0
15491,20180806181878,1,49,18,2,0,0,0
15492,20180806181878,2,47,20,1,0,0,0
15493,20180806181878,3,2,22,1,0,0,0
15494,20180806181878,4,16,40,1,0,0,0
15495,20180806181906,1,46,18,2,0,0,0
15496,20180806181906,2,45,20,1,0,0,0
15497,20180806181906,3,9,22,2,0,0,0
15498,20180806181915,1,53,18,2,0,0,0
15499,20180806181915,2,23,22,1,0,0,0
15500,20180806181925,1,75,18,1,0,0,0
15501,20180806181925,2,80,20,2,60,0,0
15502,20180806181942,1,44,18,2,0,0,0
15503,20180806181942,2,49,20,1,0,0,0
15504,20180806181942,3,17,22,2,0,0,0
15505,20180806181942,4,15,22,2,0,0,0
15506,20180806181954,1,37,18,2,0,0,0
15507,20180806181954,2,3,22,2,0,0,0
15508,20180806181954,3,49,20,1,0,0,0
15509,20180806181959,1,20,18,1,0,0,0
15510,20180806181959,2,47,24,1,0,0,0
15511,20180806181959,3,40,24,2,0,0,0
15512,20180806181959,4,7,25,2,0,0,0
15513,20180806181959,5,1,25,2,0,0,0
15514,20180806181984,1,15,18,2,0,0,0
15515,20180806181984,2,24,25,1,0,0,0
15516,20180806181984,3,44,24,2,0,0,0
15517,20180806181984,4,33,24,1,0,0,0
15518,20180806181985,1,52,18,2,0,0,0
15519,20180806181985,2,49,20,1,0,0,0
15520,20180806181985,3,20,22,2,0,0,0
15521,20180806181985,4,15,22,2,0,0,0
15522,20180806182013,1,79,19,2,0,0,0
15523,20180806182052,1,42,18,2,0,0,0
15524,20180806182052,2,57,20,1,0,0,0
15525,20180806182052,3,3,22,1,0,0,0
15526,20180806182083,1,75,18,2,0,0,0
15527,20180806182083,2,75,20,1,0,0,0
15528,20180806182083,3,50,22,2,0,0,0
15529,20180806182083,4,14,23,1,0,0,0
15530,20180806182115,1,42,18,2,0,0,0
15531,20180806182115,2,42,20,1,0,0,0
15532,20180806182115,3,19,22,1,0,0,0
15533,20180806182115,4,16,22,2,0,0,0
15534,20180806182115,5,6,22,1,0,0,0
15535,20180806182115,6,4,22,1,0,0,0
15536,20180806182126,1,27,19,1,0,0,0
15537,20180806182126,2,4,40,2,0,0,0
15538,20180806182162,1,54,19,2,0,0,0
15539,20180806182173,1,53,18,2,0,0,0
15540,20180806182173,2,18,22,2,0,0,0
15541,20180806182213,1,57,18,2,0,0,0
15542,20180806182213,2,57,20,1,0,0,0
15543,20180806182213,3,24,22,1,0,0,0
15544,20180806182213,4,22,22,2,0,0,0
15545,20180806182228,1,74,19,2,0,0,0
15546,20180806182262,1,18,18,2,0,0,0
15547,20180806182262,2,47,24,1,0,0,0
15548,20180806182262,3,48,24,2,0,0,0
15549,20180806182262,4,14,25,1,0,0,0
15550,20180806182262,5,12,25,2,0,0,0
15551,20180806182267,1,47,18,2,0,0,0
15552,20180806182267,2,68,24,2,0,0,0
15553,20180806182270,1,25,18,1,0,0,0
15554,20180806182270,2,54,24,2,0,0,0
15555,20180806182270,3,18,25,2,0,0,0
15556,20180806182281,1,28,19,1,0,0,0
15557,20180806182311,1,76,18,1,0,0,0
15558,20180806182311,2,50,22,2,0,0,0
